"page_size","stockCode","x1","x2","x3","x4","x5","total_words_num","result"
251,"300130",0.000248273721778261,0.000550857320195516,0.00241291023353247,1.55171076111413e-05,0.00024051516797269,128890,3
99,"300135",0.000613496932515337,0.00109783661608008,0.00100096867936713,3.22893122376493e-05,0.000193735873425896,30970,3
94,"300138",0.000794763908368396,0.000888265544647031,0.00313230481533427,0,0.00018700327255727,21390,3
192,"300140",0.000937764461014158,0.00761647720774914,0.00388829166761968,0.000114361519635873,0.000571807598179365,43721,4
524,"300145",0.00111685975260047,0.0089228038613162,0.00229409030263881,0.000271668588470385,0.000917636121055523,165643,4
275,"300149",0.000639613964635015,0.000323855171967096,0.00087440896431116,3.23855171967096e-05,0.000194313103180258,123512,3
323,"300151",0.000184195091685531,0.000843419630349534,0.000130875459881824,0,2.90834355292943e-05,206303,3
1014,"300158",0.00026990846661196,0.000536194000786176,0.000324252453178127,2.89834595019555e-05,0.000231867676015644,552039,3
64,"300159",0.000567951318458418,0.000730223123732252,0.00243407707910751,0.000324543610547667,0,12325,3
1324,"300162",0.000458134061176653,0.00579091149286256,0.00264942078765123,5.33277743168591e-05,0.000176951251142305,412543,4
150,"300169",0.000563327387099803,0.00300441273119895,0.00438143523299847,6.25919318999781e-05,0.000438143523299847,31953,1
116,"300173",0.000379410648792209,0.00246616921714936,0.003620209940559,3.16175540660175e-05,0.000474263310990262,63256,1
479,"300185",0.000222752585521082,0.00175019888623707,0.00356404136833731,0.000175019888623707,7.95544948289578e-05,62850,1
299,"300193",0.000278160752727185,0.00178990397407058,0.00183827975715357,2.41878915414943e-05,0.000205597078102702,82686,3
242,"300194",0.000821414992935831,0.000708763793904631,0.00190098898365149,1.40813998789e-05,0.000225302398062399,213047,3
342,"300201",0.000622068293010979,0.000672506262714572,0.00082382017182535,0,0.000109282267691118,118958,3
428,"300202",0.000242313051154016,0.000778863378709337,0.00160099694512475,8.65403754121485e-06,0.000147118638200653,115553,3
334,"300217",0.000480396142049444,0.00218025941391671,0.00363992461475925,7.39070987768375e-05,0.000184767746942094,54122,1
183,"300218",0.00188225970230577,0.00220422517770018,0.00636500978279714,0,0.000965896426183223,40377,1
88,"300222",0.000314564328405159,0.00113243158225857,0.00717206668763762,0,0.000440390059767222,15895,1
109,"300227",0.000916065498683156,0.000343524562006183,0.0041795488377419,5.72540936676972e-05,5.72540936676972e-05,17466,1
294,"300228",0.000256714060031596,0.00219194312796209,0.00438388625592417,1.97472353870458e-05,5.92417061611374e-05,50640,1
1949,"300232",0.00029567440281726,0.00545075098646527,0.00267300267300267,7.02723917009631e-05,0.000266504730790445,754208,4
791,"300233",0.000362431396914156,0.000704152428290359,0.00313762037899969,3.10655483069276e-05,0.0011597804701253,96570,3
322,"300236",0.000523161799676591,0.000776816005580393,0.0040901740701988,1.58533878689876e-05,0.000237800818034814,63078,1
260,"300252",0.000243457090687766,0.000452134596991566,0.00107816711590297,3.47795843839666e-05,0,57505,3
939,"300272",0.000464440728918613,0.00216457527599038,0.000447551975139754,7.31845997083875e-05,0.000678364943450823,355266,3
127,"300276",0.000392173950934681,0.00209159440498497,0.00418318880996993,8.71497668743736e-05,8.71497668743736e-05,22949,1
436,"300283",0.000726040658276864,0.00330018481034938,0.00433424271759218,0.000220012320689959,0.000363020329138432,90904,1
156,"300285",0.00030087253033798,0.000661919566743556,0.00180523518202788,0,4.01163373783974e-05,49855,3
812,"300286",0.00191501744324038,0.00824530430570051,0.00312125084127464,0.000227591207176276,5.20208473545773e-05,307569,4
209,"300301",0.000222727070248118,0.00432090516281349,0.00140318054256314,0.000111363535124059,0.000289545191322553,44898,2
475,"300306",0.000125331933793406,0.00323513054104229,0.0027103030682824,4.69994751725272e-05,1.56664917241757e-05,127661,2
121,"300323",0.000645473616265935,0.00161368404066484,0.00379215749556237,0,8.06842020332419e-05,12394,1
371,"300334",0.0013833207382834,0.00972167074404724,0.00418838779091363,0.000230553456380567,0.00088378824945884,78073,4
252,"300338",0.000483831152801777,0.00150086398420143,0.00112564798815107,5.92446309553197e-05,0.000414712416687238,101275,3
493,"300340",0.000633878966404415,0.00223721988142735,0.0049684924866699,0.000186434990118946,0.000549983220850889,107276,1
149,"300351",0.0013099647664649,0.000406540789592556,0.00898906856987984,0,0.000813081579185112,22138,5
100,"300356",0.000865051903114187,0.00436645246333828,0.00152413906739166,0,0.000205964738836711,24276,2
411,"300361",0.00120325359772826,0.000882385971667389,0.00420336590139738,0,0.000320867626060869,62331,1
89,"300368",0.000430246316015919,0.00182854684306766,0.00607722921372486,0,5.37807895019899e-05,18594,1
420,"300372",0.001101768628588,0.00176862858799652,0.00279791243838794,0.000115975645114526,8.69817338358945e-05,68980,3
735,"300381",0.00104231493182955,0.00113394701374863,0.0013133931741735,6.87240614393109e-05,0.000255806228690768,261917,3
130,"300394",0.000399013348810215,0.000761752756819501,0.00301073708647707,0,0.0002539175856065,27568,3
90,"300395",0.000897411675798224,0.00118080483657661,0.00684866805214434,9.44643869261289e-05,0.000897411675798224,21172,1
92,"300398",0.000380493373073752,0.000760986746147505,0.00272686917369522,0,0.000253662248715835,15769,3
69,"300400",0,0.00125876640891926,0.00458550620392016,8.99118863513757e-05,8.99118863513757e-05,11122,1
1427,"300406",0.000158522127232985,0.000194245423510841,0.0026256622764224,1.78616481389279e-05,8.03774166251755e-05,447887,3
63,"300408",0.000106666666666667,0.00117333333333333,0.00789333333333333,0,0.000106666666666667,9375,5
452,"300409",6.729112833764e-05,0.00040374677002584,0.000888242894056848,2.6916451335056e-05,0.000148040482342808,74304,3
257,"300415",0.000303574427406958,0.00338453191406906,0.00322305615481004,9.04264251850512e-05,0.000200229941481185,154822,1
72,"300429",0.00107653161088276,0.00137013114112351,0.00420825993345077,0,0,10218,1
111,"300437",0.000412881915772089,0.00196118909991742,0.00103220478943022,0,0.000206440957886045,19376,3
392,"300439",0.000321075792773906,0.000195163717176296,0.00123393834085658,2.5182415119522e-05,6.92516415786856e-05,158841,3
172,"300447",0.000551428849459924,0.000713613805183431,0.00347075805248305,0,0.000259495929157611,30829,1
589,"300452",0.000565462531960926,0.000893266898315086,0.00203238707139579,8.195109158854e-06,0.000131121746541664,122024,3
150,"300463",0.000837785499443765,0.000494430786556976,0.00193652058068149,1.37341885154716e-05,6.86709425773578e-05,72811,3
245,"300466",0.000399631643876079,0.00151165013118343,0.00116414435389988,3.47505777283547e-05,0.000191128177505951,57553,3
231,"300470",0.000494902504206671,0.000197961001682669,0.00440463228743937,0,4.94902504206671e-05,20206,1
106,"300474",0.000100853896322195,0.000571505412492436,0.00184898809924023,0,0,29746,3
164,"300480",0.00225470377857254,0.00132172290468045,0.00649199191416576,3.88742030788369e-05,0.000310993624630695,25724,1
485,"300484",0.000177981914740921,0.00932395579158892,0.00115401176977178,5.16721687957514e-05,1.72240562652505e-05,174175,4
308,"300485",0.000873300604229607,0.000377643504531722,0.0021714501510574,0.000118013595166163,0.000330438066465257,42368,3
341,"300486",0.000234756479278828,0.000782521597596094,0.00118943282834606,0,1.56504319519219e-05,63896,3
781,"300490",0.000366621360612347,0.00253058158666571,0.00449781815580514,0.000375563345017526,9.83618284569712e-05,223664,1
139,"300491",0.000623561013046815,0.000575594781273983,0.00441289332310054,0,0.000191864927091328,20848,1
161,"300509",0.000554016620498615,0.00481301939058172,0.00671745152354571,3.46260387811634e-05,0.000242382271468144,28880,5
681,"300515",0.000110506395557643,0.000460443314823512,0.00216408357967051,5.52531977788215e-05,0.00104060189150114,108591,3
486,"300527",0.000546252915099691,0.000378175095069017,0.00230056516166985,0,0.000210097275038343,95194,3
570,"300530",0.00188701891019657,0.00588776571626704,0.00176699650601446,0.000113354492838663,0.000886832208678953,149972,4
326,"300534",0.000894925977828035,0.00129035838663577,0.00195634981199617,1.3874821361675e-05,0.000221997141786799,144146,3
8728,"600005",0.000677888966544396,0.00260888145545536,0.00446732793215719,0.000136370645901329,0.000394444164743669,2522537,1
956,"600010",0.000341671056190652,0.00229204333527896,0.000265744154814952,4.74543133598128e-06,0.00122906671601915,210729,3
4500,"600019",0.000700987836728193,0.00265530897017266,0.00466146612876206,8.61645186184017e-05,0.000644689107431707,2913032,1
1317,"600023",0.000522582646989978,0.00451271889952804,0.00251492898863927,0.000261291323494989,0.00051169550851102,183703,2
804,"600031",8.54761018875134e-05,0.000201120239735326,0.00139275766016713,5.02800599338314e-06,0.000125700149834579,198886,3
628,"600069",0.00104212642832622,0.00300377617576382,0.00186765403037288,8.58221764503948e-05,0.00112794860477662,244692,2
1699,"600071",0.000379600669188246,0.00109106779167879,0.00173888929298807,4.09150421879546e-05,0.000211394384637765,439936,3
92,"600073",0.000579920260964117,0.00111151383351456,0.00306874471426845,0,9.66533768273529e-05,41385,3
330,"600075",0.00134165338519859,0.00952663947342356,0.00679831077734857,7.20350810844881e-05,0.0012696183041141,111057,4
297,"600078",0.000848806366047745,0.00356498673740053,0.00252519893899204,8.48806366047745e-05,0.000318302387267905,47125,2
938,"600085",0.000291706776348415,0.000515348638215532,0.000923738125103313,0,0.0001409916085684,205686,3
1716,"600101",0.000673293598244965,0.00465839666682402,0.000616150599131923,0.000106832563559164,0.000313044256010574,402499,2
3395,"600103",0.00109506137186706,0.00194707472426157,0.000152465547270598,0.000108519595410249,0.00059102820971367,1115006,3
3021,"600111",0.00114892109392135,0.002721306497056,0.00238894606313161,0.000197391729792654,0.000256440537850286,592730,2
573,"600116",0.000322679292636374,0.0022250108087018,0.000225664603347007,3.58532547373749e-05,0.000107559764212125,474155,3
1052,"600117",0.000518700404502654,0.00190329583910248,0.00076550140341924,7.11121522302026e-05,0.000290723210588181,478118,3
553,"600127",0.000326961222399023,0.00150402162303551,0.00186367896767443,1.08987074133008e-05,0.000239771563092617,91754,3
83,"600143",0.000648955587102008,0.00081119448387751,0.0021496653822754,0,0.000243358345163253,24655,3
310,"600157",0.000479543011319323,0.00097489513290192,0.00097489513290192,0.000137012288948378,7.37758478952805e-05,189764,3
498,"600165",0.000671573631332939,0.00204158383925214,0.00104765486487939,0.00010745178101327,0.000188040616773223,74452,3
254,"600169",0.000430130652185601,0.000698962309801602,0.00567234797569762,2.68831657616001e-05,0.000591429646755202,37198,1
2081,"600184",0.00087552991177685,0.00367938743171407,0.00444898903317718,8.64720900520346e-05,0.000283196094920413,462577,1
734,"600192",0.000667681542611436,0.00208850786528857,0.00647384023716048,1.60243570226745e-05,0.0005020965200438,187215,1
318,"600216",0.000982609373781486,0.00224596428292911,0.00511580753333853,7.79848709350386e-05,0.000967012399594479,64115,1
747,"600219",0.000225411375760763,0.00341873919903824,0.00266736794650237,1.87842813133969e-05,0.000281764219700954,53236,2
556,"600222",0.00147513228695793,0.000944308168545039,0.00122368928349919,1.67628668972492e-05,0.00041907167243123,178967,3
782,"600237",0.000112592687909154,0.00116345777506126,0.000407478299099795,5.36155656710256e-06,8.84656833571923e-05,373026,3
54,"600243",0.000524292205522545,0.0012233484795526,0.002883607130374,0,0,11444,3
167,"600249",0.000569787583188987,0.000546996079861428,0.00271218889597958,2.27915033275595e-05,0.000569787583188987,43876,3
193,"600256",0.00154272290592896,0.00266470320115003,0.00506644227060762,7.01237684513166e-05,0.00112198029522107,57042,1
682,"600268",0.000450428131939408,0.00265752597844251,0.00465292260293409,0.000126119876943034,0.00054051375832729,222011,1
331,"600293",0.000449274946708344,0.00787665012952501,0.00379493944347261,0.000114708497031918,0.000219857952644509,104613,4
100,"600295",0.000557369217294371,0.00172519043448258,0.00281338747777158,2.65413912997319e-05,0.000345038086896515,37677,3
7163,"600298",0.000458262795816449,0.00200193791219705,0.00192329215185891,4.58766935305796e-05,0.000193589563909259,1983578,3
810,"600302",0.000711147480297318,0.00389669852217709,0.00487736765025832,9.74174630544271e-05,0.000149373443350122,307953,1
213,"600305",0.000289577439689929,0.0016260886997973,0.0016260886997973,0,0.00051232931637449,44893,3
1031,"600308",0.00117595626933804,0.00339908973529123,0.00135556918655682,5.42227674622728e-05,0.000762507667438211,295079,2
168,"600328",0.00065913037315284,0.00235302455792197,0.000737092030192423,4.25245402034091e-05,0.000148835890711932,141095,3
551,"600343",0.00080845676281709,0.00588037890690544,0.00273044831215583,6.86425553335265e-05,0.000167792913037509,131114,4
412,"600352",0.000773343517280886,0.00300744701164789,0.00293106740500286,4.77372541531411e-05,0.000506014894023296,104740,2
997,"600356",0.000487094021222807,0.00125195240165531,0.000869523211439061,2.01278521166449e-05,0.000144920535239843,248412,3
96,"600367",0.00157786777468048,0.00241939725451007,0.000525955924893494,0.000118340083101036,0.00106506074790933,76052,3
213,"600378",0.000575948395023806,0.00454359289407669,0.00168944862540316,0.000191982798341269,0.00030717247734603,78132,2
1519,"600379",0.000594153723772532,0.00208444839455736,0.00253129127772513,2.7006987444206e-05,7.36554203023801e-05,407302,3
415,"600380",0.000336379436003812,0.000392442675337781,0.000953075068677468,3.11462440744271e-05,0.000199335962076333,160533,3
267,"600387",0.00244675303838595,0.00260719586057519,0.00104287834423007,2.00553527736553e-05,0.000742048052625246,49862,3
2797,"600399",0.000897156135743344,0.00114900355322107,0.000222880941346104,5.23005819043205e-05,0.000175408105463721,1242816,3
532,"600406",0.000807444915834132,0.0049609963049131,0.00590529629122759,0.000102641302860271,0.000684275352401806,146140,5
346,"600419",0.00143317203122629,0.00273145728304305,0.000455242880507174,6.74433897047666e-05,0.000219191016540491,59309,3
1710,"600420",0.000844348686892215,0.00115491372115142,0.00183427473359343,2.18366039713504e-05,0.000218366039713504,412152,3
776,"600456",0.000498419076990172,0.00178340575985546,0.00189632883198604,8.56657788576858e-05,8.95596778966715e-05,256812,3
847,"600470",0.0011899880555506,0.00438557395753481,0.00176492610486157,0.000205016668746546,0.000699730804200168,224372,2
853,"600475",0.00128568853127876,0.00235314210890873,0.00206374358341794,5.21866193507985e-05,0.000308375477981991,210782,2
72,"600488",0.0023276240667545,0.00316205533596838,0.00575318401405358,0,0.00105401844532279,22770,1
5879,"600489",0.00120277160413126,0.000392208131781932,0.000339913714211008,5.22944175709243e-05,5.22944175709243e-05,38245,3
4889,"600497",0.000892132482322921,0.00202450442495114,0.00182517060248161,0.00013115775940992,0.000331140877718115,1540130,3
224,"600513",0.000232297030469627,7.74323434898757e-05,0.000503310232684192,0,0,25829,3
1753,"600516",0.000854744863807219,0.00427887338448072,0.00162538832535228,0.000175068225117141,0.00121003037948612,582630,2
1634,"600521",0.000832970077815806,0.00178678555552199,0.00264780902974092,1.9421582125239e-05,0.000390589596074251,463402,3
398,"600531",0.000466362718825044,0.0013294817805311,0.00138516688128633,0.000247102634601329,0.000180976577454495,287330,3
9601,"600535",0.000644005152041216,0.00175373554887173,0.0025317164562633,0.000195292701582119,0.000299850500069823,2821406,3
195,"600538",0.000691990213281269,0.0013345525541853,0.00227368212935274,2.47139361886168e-05,9.8855744754467e-05,40463,3
540,"600547",0.00215360479212722,0.00382229194894103,0.00242458817656707,0.000370819368180846,0.000998359837409969,70115,2
298,"600558",0.000832309239191152,0.00068707406993632,0.00132387442743828,1.67579041447883e-05,0.000195508881689197,179020,3
369,"600569",0.00105678847544357,0.00463503717299813,0.00185401486919925,5.56204460759775e-05,0.000556204460759775,53937,2
1745,"600592",0.000769501110608319,0.00103365820827983,0.00153900222121664,4.5940364812437e-06,0.000684511435705311,435347,3
243,"600595",0.000618310519807258,0.00472261310818302,0.00434949469105795,0.000319815786107202,0.000181228945460748,93804,1
397,"600609",0.000182078609404967,0.00214245830399845,0.00311354422082494,0.000212425044305795,0.000236702192226457,164764,1
268,"600615",2.43085941298218e-05,0.00013890625217041,1.3890625217041e-05,1.04179689127808e-05,3.12539067383423e-05,287964,3
780,"600636",0.000542638894686313,0.00236534902811983,0.00195489140265197,0,6.2612180156113e-05,143742,2
8545,"600644",0.000777927883708936,0.00267814431672455,0.0010626876648763,9.03751973061958e-05,0.000297614873887645,2567076,3
1414,"600653",0.000435087447034339,0.00174312104576178,0.00375228282346812,0.000205073064207268,0.000246641928573606,360847,1
5071,"600664",0.000396958593091342,0.000769638373149575,0.00191347395217195,2.18509317297987e-05,0.000139299689777466,3295054,3
2771,"600668",0.0010745875323937,0.00149034265926543,0.00137212474779072,4.25053164852885e-05,0.000312148417938838,752847,3
374,"600674",0.00049235213024355,0.0003282347534957,0.00091905730978796,0,0.00016411737674785,30466,3
970,"600688",0.000728943599052657,0.00193439507608526,0.00455093387035015,8.22543360798718e-05,0.000560180392268092,705130,1
120,"600703",0.000563653728725986,0.000516682584665487,0.00173793233023846,0,0.000172227528221829,63869,3
1909,"600720",0.00027654722273192,0.00117565335919683,0.000589792655115468,9.17455241290728e-05,0.000116647880678393,762980,3
3288,"600740",0.00162975853003639,0.00465538372299718,0.00159794923610916,0.000121623770898238,0.000658639497787383,534435,2
576,"600765",0.000646512067396396,0.00191467035344317,0.00486873318446979,7.95707159872488e-05,0.00017903411097131,201079,1
149,"600789",0.00160825571265831,0.00257991020572271,0.00365208068082825,3.35053273470482e-05,0.000536085237552771,29846,1
2001,"600801",0.00102799727084988,0.00265348534125465,0.000725338175878853,2.34821711615456e-05,0.000717510785491671,766539,3
2628,"600808",0.00124335108491898,0.00469428470836756,0.00319507396141594,0.00012687255968561,0.000870134305177141,945831,4
251,"600819",0.000463808013405548,0.00496723420808522,0.00139142404021664,0.00011969239055627,0.00031419252521021,66838,2
141,"600860",0.00123716441915131,0.00179388840776939,0.00290733638500557,0,0,16166,3
157,"600867",0.000834675647971885,0.00143505637721482,0.00459803778005565,2.92868648411188e-05,0.000131790891785034,68290,1
1088,"600872",0.000522340532508017,0.00139942570474073,0.00267315448989397,2.79326487972201e-05,0.000553066446184959,358004,3
628,"600875",0.000261244394130709,0.00198545739539339,0.0093177167239953,6.96651717681891e-05,0.000113205904123307,114835,5
10086,"600877",0.000657540185413976,0.0025306029793543,0.00378266540489559,4.53658597721857e-05,0.000428239594581022,5665053,1
2899,"600881",0.000925847653781283,0.00200868686624722,0.00133644096111037,6.30649851126381e-05,0.00070310749359622,745263,3
1167,"600886",0.0012609798386519,0.00700703569432702,0.00413544069812429,0.000157622479831487,0.000730795133764168,348935,4
291,"600961",0.000858551267086617,0.00186180218592941,0.00218978806324339,0.000212226155909051,0.00020257951245864,103663,3
921,"600969",0.000843011875244682,0.00438992561659924,0.000707294793161947,0.000107007699334464,0.000151376745399974,383150,2
1397,"600970",0.000779181730846796,0.00347240046640902,0.00259421682152522,4.76675882400393e-05,0.0011311885363117,545444,2
985,"600971",0.000761920367032607,0.00229805013927577,0.00283467147304604,0.000180239226609864,0.000184335572669179,244120,2
1875,"600979",0.000195253017136636,0.0012606553497735,0.00057939210519893,2.65289425457385e-05,0.00011566618949942,942367,3
2751,"600985",0.001741087640582,0.00219548478553008,0.00195215649695747,0.000143784897792902,0.000170514141613377,1084954,2
195,"600992",0.000930307810540792,0.00258868260324394,0.00380212757351454,0.000161792662702746,0.000424705739594709,49446,1
1852,"600997",0.0010746290779806,0.00403294705701916,0.00207720448215025,0.000325270870346619,0.000547607920963296,485749,2
373,"601011",0.00145158009578579,0.00603746371049761,0.00293089739085412,0.000203406128071895,0.000563989718744799,108158,4
230,"601015",0.00182259109189775,0.00447363268011267,0.00320836283119191,0.000150627362966757,0.000436819352603594,66389,4
5790,"601016",0.000774726271556268,0.00587332504381991,0.00353184035562416,0.000317274347994004,0.000378133336563763,3467031,4
520,"601020",0.00126327056392896,0.00229628984280683,0.00103924228658195,0.00019291323882659,0.000603631747296103,160694,3
5297,"601106",0.000682523737985697,0.00270563689219204,0.00735525792174975,0.000109917397938675,0.000403414114947701,3475337,5
694,"601113",0.000500893420475945,0.00183982006367126,0.00206618535946327,7.70605262270685e-05,0.000245630427348781,207629,3
577,"601168",0.000846210124551553,0.00292647668074079,0.00128694456442215,0.00026444066392236,0.000467178506262836,113447,3
1059,"601179",0.000622906034624677,0.00225580971110508,0.0035639123838169,7.11892610999631e-05,0.000253611742668618,224753,1
175,"601206",0.000847868217054264,0.000393653100775194,0.00105983527131783,0,0.000817587209302326,33024,3
5637,"601216",0.00163775652296808,0.00545503166744952,0.00126364970300075,0.000263260354791823,0.000738514574231799,721719,2
355,"601225",0.00121040356626221,0.00487851681280076,0.00176394178254067,0.00011070764325569,0.00123992560446373,135492,2
828,"601233",0.00066006600660066,0.00386208833649322,0.00254546731268872,6.31978091426164e-05,0.000319500035109894,284820,2
399,"601313",0.00061295542588143,0.00218212131613789,0.00110331976658657,0,0.00142205658804492,40786,3
11190,"601600",0.000811244780511267,0.0042011696469568,0.00295283069258738,0.000118865541255747,0.000488251495411263,3987699,2
1921,"601608",0.000540550280185229,0.00377259049712607,0.00403160417304816,2.02706355069461e-05,0.000209463233571776,443992,1
446,"601636",0.000926048419103056,0.00276796890105529,0.00468112387678468,7.12344937771581e-05,0.000142468987554316,98267,1
971,"601677",0.000407046315004806,0.00264825313376621,0.00216764423171234,0.000127508484218373,7.35625870490613e-05,203908,2
268,"601700",0.000397623614164757,0.00175422182719746,0.000654909482153717,0,0.000140337746175796,42754,3
4649,"601958",0.000627864737136559,0.00186079310049506,0.0025553927964061,0.000223562111894505,0.000209102870826702,1798158,3
488,"601969",0.000624468537414966,0.000890199829931973,0.000438456632653061,3.9859693877551e-05,0.00060453869047619,150528,3
5873,"601992",0.00139972234182947,0.00523265832506667,0.0035691649551187,6.43550501990561e-05,0.000700284559402887,2361897,4
587,"603011",0.000605567660312164,0.00146048671016463,0.00509389267203762,2.37477513847908e-05,0.000374027084310454,168437,1
288,"603088",0.000254366627098525,0.00241648295743598,0.00245887739528574,0,4.23944378497541e-05,23588,2
254,"603169",0.00111362019364618,0.00230973077200689,0.00618677885358988,0.00017529206751838,0.000381518029304709,96981,1
201,"603188",0.00108617113022399,0.00198587511362842,0.000452182831037457,6.99251800573386e-05,0.00110015616623546,214515,3
2766,"603299",0.000743072597746063,0.00334010388125134,0.00239451049534202,0.00011466250506302,0.000363346119939959,671536,2
1356,"603399",0.000517204539418375,0.00355852698549631,0.00131797295759122,0.000173732798955207,0.000331490168121429,500769,2
158,"603456",0.000711448390348017,0.00337937985415308,0.0028161498784609,0,0.000207505780518172,33734,2
473,"603566",0.00121981320045358,0.00275083973943932,0.00388122381962504,3.21944832964289e-05,0.000189589734967859,279551,1
248,"603658",0.000650618087182824,0.000180727246439673,0.00112050892792597,0,0.000253018145015543,27666,3
359,"603718",0.00043745851686478,0.00108610390394014,0.00131237555059434,0,7.54238822180655e-05,66292,3
1354,"603798",0.000399776375090184,0.00235180945658522,0.00103691997289016,5.93418056774492e-05,0.000306078787178422,320179,3
223,"603866",0.000114487211778444,0.000549538616536533,0.000915897694227555,0,2.28974423556889e-05,43673,3
173,"603968",0.000515264717248486,0.000708488986216669,0.000386448537936365,0.000257632358624243,0,15526,3
799,"603979",0.000734886605287765,0.00186529357621214,0.00247810599457502,0.000107425284493893,0.000166020894217834,409587,3
499,"603998",0.000406549861136282,0.000641663033841602,0.00173885783979976,4.8981910980275e-06,0.000421244434430365,204157,3
