page_size,stockCode,x1,x2,x3,x4,x5,total_words_num
1460,000012,0.00020765716571041824,0.004243897186629955,0.0036778391349156295,0.00013074710433618925,0.00016766393379581918,650110
1879,000027,0.0018789252185173195,0.004507607640012949,0.0025199093557785692,0.00030819035286500486,0.0007795403043056005,772250
770,000050,0.0003748865474922063,0.0006821243946850671,0.001398073139519807,1.1274783383224249e-05,9.865435460321219e-05,354774
391,000153,0.00039426805926924205,0.0006236603846622557,0.0017204424404476018,1.4337020337063348e-05,0.00012903318303357012,139499
1619,000423,0.00045708586981363364,0.0010942358701599107,0.002100171060924006,5.7135733726704205e-05,0.0007289134514831051,577572
93,000519,0.0006905812392096681,0.003874928064454249,0.0031076155764435064,3.836562440053712e-05,0.00015346249760214847,26065
641,000543,0.00047337617626807437,0.003166599724581134,0.002605362061051182,0.0003263426669726876,0.0001757229745237549,557696
248,000545,0.0020497053548552396,0.007709687187012321,0.0012344816341741784,2.3292106305173177e-05,0.0005590105513241562,42933
261,000550,0.000453688487402583,0.0034883603698065272,0.002540655529454465,0.0001209835966406888,0.0014719670924617137,99187
834,000553,0.0007964661281238705,0.00200272353588931,0.005320982154115145,8.405974967006549e-05,0.00038667484848230123,475852
302,000570,0.0007387970346215576,0.0030698290576516444,0.004636588286245637,0.00010190303925814588,0.00029297123786716937,78506
267,000576,0.00016724187736609248,0.002087989499237276,0.00019258155575489435,0.0,6.58831638108849e-05,197319
353,000590,0.00012986076040689704,0.0002837698097780343,0.0001971959695067696,1.4428973378544116e-05,1.4428973378544116e-05,207915
5993,000591,0.0007220423094975836,0.005968568604928167,0.004328421047665996,4.7173037778527306e-05,0.0003387613775470492,3391768
2216,000597,0.0016931176894145856,0.001194168202729561,0.0013774316397821176,1.8917516082844532e-05,0.00020691033215611206,845777
122,000599,0.00031417724833093336,0.0017017934284592224,0.005183924597460401,5.236287472182223e-05,0.00013090718680455556,38195
271,000600,0.0008258547596762649,0.005863568793701481,0.0038264603865000276,0.0002752849198920883,0.00105984694158454,72652
140,000623,0.00040852802246904124,0.0011489850631941786,0.0011234520617898634,2.5533001404315077e-05,0.00017873100983020553,39165
273,000637,0.0004419523243930061,0.0026517139463580366,0.000690550506864072,2.7622020274562883e-05,0.00035908626356931746,72406
173,000661,0.0009708401234353871,0.0010401858465379147,0.0028085017856523697,6.934572310252765e-05,0.00020803716930758296,86523
723,000666,0.0009608133523527435,0.004308895814215495,0.004969880886401425,7.041421731190318e-05,0.0004270281566012193,440252
594,000672,0.0013582221940634206,0.005238857034244622,0.0007563278106883771,7.91966293914531e-05,0.0006177337092533342,252536
787,000698,0.0007132634900831147,0.0020159440764728545,0.005687760306772104,7.568390730785461e-05,0.0003669522778562648,436024
219,000707,0.00024546535062787455,0.000749315280864038,4.521730143145057e-05,9.689421735310836e-06,6.136633765696864e-05,309616
336,000716,0.00011011881820484302,0.00013214258184581163,0.0011452357093303675,1.1011881820484302e-05,0.00022023763640968604,90811
416,000725,6.222526434625693e-05,0.0002866806821666837,0.0010267168617132394,1.5556316086564232e-05,0.00024667872651551855,449978
680,000733,0.000572378776589708,0.001751676428356434,0.0037944765448059093,9.868599596374276e-06,0.00046875848082777815,202663
4209,000737,0.0004403273056847154,0.0020296136159986444,0.001549489964902191,5.070824657302116e-05,0.00014955723356346748,1557932
2948,000755,0.0003689482502534142,0.0017439461107339217,0.0006504139257044725,3.0428721670384676e-05,0.00026434951951146687,525819
1839,000756,0.0009980897803247373,0.003600764087870105,0.002878064310729067,4.297994269340974e-05,0.0003931868831582299,628200
385,000766,0.0004609289188765103,0.00036285893613682726,0.0006178408912600031,1.961399654793661e-05,8.826298446571473e-05,101968
993,000778,0.0006013146456195087,0.0026801452776183815,0.0035803992042030175,9.964642698837573e-05,0.0002817588625188555,291029
626,000780,0.00017610318864173566,0.0006796278613506984,0.0001747987205777228,3.6525105792359993e-05,7.82680838407714e-05,766596
516,000782,0.0012629124704510864,0.0018862731129173278,0.0017162656649719892,2.428677827790551e-05,0.0013600595835627084,123524
266,000788,0.0003728223783808211,0.0011975506699505162,0.0008812165307183045,0.0,0.00010167883046749666,88514
377,000789,0.0008408821618315943,0.006351208449591662,0.0020958350851711703,2.548127763126043e-05,0.0005223661914408389,156978
1562,000790,0.000367576418301964,0.00030074434224706145,0.001289302133892495,5.569339671241879e-06,0.0014591669938653724,359109
4265,000792,0.0005678169221842817,0.001303550586597764,0.0013505672744219403,7.440003348001507e-05,0.0002697001213650546,1935483
281,000807,0.0009522215013707805,0.003808886005483122,0.0016009877990080155,7.324780779775234e-05,0.0005336625996693385,95566
349,000811,0.0009465262486673907,0.004782448414319448,0.00354698257395359,3.98537367859954e-05,0.00023912242071597237,100367
893,000821,7.858083020647113e-05,0.0007465178869614758,0.0006482918492033868,1.964520755161778e-05,0.0001080486415338978,101806
1004,000830,0.0009684793306121809,0.001897748971725893,0.003168142911476284,3.5288720548621974e-05,0.000309756547037904,255039
123,000885,0.0016731734523145567,0.0,0.0,0.0,0.0,1793
886,000887,0.0005724499690409711,0.0009638188254261248,0.00300828300057245,1.1682652429407572e-05,0.00022781172237344767,171194
220,000890,0.00025462570022067563,0.0013580037345102699,0.006620268205737566,0.00036071974197929047,0.0002970633169241215,47128
138,000893,0.0007732571972400666,0.00023792529145848205,0.0013680704258862717,0.0,0.0,16812
345,000911,0.0007934917645172925,0.0041277601891556125,0.000817536969502665,3.206027331383e-05,0.0007774616278603775,124765
486,000912,0.0016261609656645416,0.003211870166014045,0.0017313355554836414,9.708423675609203e-05,0.0002912527102682761,123604
284,000922,0.0009571074087203119,0.003633463310882666,0.004289259127968806,8.862105636299185e-05,0.0,56420
1199,000960,0.0003544876525505387,0.0019625725491207095,0.0009410035867705208,8.378799060285459e-05,0.00011923675585790846,310307
1971,000969,0.0005930162707234799,0.0022180348827060027,0.003552963284334615,5.647774006890284e-05,0.00015916454019418075,389534
560,000972,0.0006992798904957448,0.0011530679045408559,0.0007439147771231328,3.719573885615664e-05,9.670892102600726e-05,134424
1135,000973,0.0003476126307838879,0.0012209357217039026,0.001890411899509909,8.583027920589825e-06,0.0001673690444515016,466036
581,000976,0.00022301590185978742,0.0004972428626651556,0.0003023104447432674,1.9823635720869992e-05,2.973545358130499e-05,605338
24417,000983,0.0010948483196718136,0.002881222277620338,0.0015046293306328904,0.0001908436386745441,0.0004033226813951025,6193552
883,000985,0.00023233445008759008,0.0008968109773380978,0.00046157110750734567,1.5488963339172672e-05,0.00020600321241099655,645621
1673,000988,0.00025113843881702154,0.000617035501994139,0.0032847577262491226,4.157921172467244e-05,5.9874064883528315e-05,601262
455,000990,0.000817696677569289,0.0015062833534171113,0.0037298444941757042,1.4345555746829633e-05,0.0009898433465312447,69708
1171,000999,0.0006485627013682581,0.0012636511987949286,0.001372442361605088,2.5105652956190637e-05,0.00042261182476254237,238990
1323,002001,0.0010723553343538446,0.0019400627041363447,0.005318118439327336,6.54873486628302e-05,0.0006003006960759435,366483
693,002006,0.00014976440906420285,0.0009734686589173185,0.004262525488750389,6.912203495270901e-05,0.00023904703754478533,347212
602,002010,0.0008207239601518112,0.002602737862580882,0.004371148605449426,7.255018432281205e-05,0.0002720631912105452,220537
1929,002020,0.0009171310040434968,0.001516609863457345,0.002651081808563233,2.627198188666267e-05,0.00020539913111390816,418697
1008,002021,0.0006668076583357177,0.0015575432616349227,0.0021870295958100593,7.464264832116243e-05,0.00019158279735765024,401915
554,002025,0.0007376567520598127,0.0016128427290799294,0.003225685458159859,3.750797044371929e-05,0.00012502656814573096,79983
115,002026,0.000477617124744909,0.0005644566019712561,0.003734097520732925,4.341973861317355e-05,0.0005644566019712561,23031
289,002031,0.0002892649333021817,0.00040052067687994393,0.001768966322886419,0.0,0.0002113859127977482,89883
1095,002045,0.00031944382425780837,0.0005770598115624924,0.0018136165506249765,3.434879830729122e-06,0.0001889183906901017,291131
535,002047,0.0005131713992473486,0.002506185903301005,0.0024385586646405014,6.76272386605033e-05,0.00015514484163291935,251378
2759,002057,0.000721847463799285,0.002386753710949249,0.003918415712989309,5.7566688421269146e-05,0.0007102047627702642,1546033
296,002064,0.0018406004288777698,0.006862044317369549,0.002305218012866333,0.00010721944245889921,0.0009649749821300929,55960
2790,002067,0.0008107780214057234,0.0037269157589799582,0.0013522830503007869,0.00011392318913912537,0.0007382814464990073,675894
1068,002073,0.0001248262834222374,0.0006091522631005184,0.000960330207128413,1.664350445629832e-06,8.654622317275126e-05,600835
567,002090,0.0003810340311019028,0.0010716582124741015,0.0066323736038674955,3.572194041580339e-05,7.144388083160678e-05,83982
990,002099,0.0005380128236031432,0.001226437834450176,0.002906040592006942,4.2423950248276526e-05,4.820903437304151e-05,518575
528,002101,0.0007109734806891703,0.001153356979784654,0.0020144248619526493,2.3699116022972342e-05,0.0006477758379612441,126587
4649,002103,0.0005303321717880255,0.0011158188894420057,0.0020633457030366114,2.6870163370593294e-05,0.0003181993030728153,707104
4917,002110,0.0006723667620826587,0.006809655974066742,0.0020398923798778967,0.0003947176214999891,0.0013198694220235858,965247
973,002112,0.0005721932536569609,0.0032208942826819254,0.003622352452586406,0.00010613261962992017,0.00032301232061280054,216710
276,002118,0.0004019623068982213,0.0002832007162237468,0.0009318217114458767,0.00010049057672455533,0.00013703260462439364,109463
799,002121,0.0002737823628608273,0.0019442515623450056,0.008332506695764309,0.00030155738518004166,6.745362563237774e-05,252025
973,002128,0.0009577296444141377,0.0030187638391933618,0.00280997877671108,0.0001781377138610296,0.00025475608541416063,522068
235,002136,0.0005751124715922267,0.0019294095821158572,0.0009554287834516024,2.782802281897871e-05,0.00015769212930754603,107805
318,002167,0.0002567826735890996,0.0008385559184394032,0.0006419566839727489,6.41956683972749e-05,2.8085604923807765e-05,249238
191,002176,0.0015599171148518078,0.0046797513445554235,0.005936997974435985,0.0003026704849712463,0.00016297641498451724,42951
1741,002177,0.00027188172057628047,0.0008047698929057903,0.0019412354849146427,1.3594086028814025e-05,0.0004812306454200165,367807
1114,002179,6.32861324262321e-05,0.00010020304300820083,0.0026843867837460116,0.0,1.054768873770535e-05,379230
108,002180,0.00047289215277198255,0.0015021280146874738,0.002308826392945562,2.7817185457175443e-05,0.000250354669114579,35949
496,002182,0.0005480803485791017,0.0028500178126113287,0.002370447507604615,0.00012331807843029787,0.0003562522265764161,72982
917,002184,0.0005112358274067847,0.004976028720092704,0.00622003590011588,0.00015905114630433302,7.952557315216651e-05,176044
192,002189,0.0005647775267655437,0.001080443964247127,0.0030448875356055395,0.0,0.0005647775267655437,40724
1168,002203,0.00082394182328695,0.0011363976835464169,0.0020973064592758727,3.8521955374454806e-05,0.0006805545449487016,467266
777,002205,0.0007743022370531158,0.003975183451314532,0.004127452092073931,1.6198791570148868e-05,0.0007354251372847586,308665
176,002206,0.001791044776119403,0.004427860696517413,0.002139303482587065,0.0,0.00014925373134328358,20100
145,002221,0.000810199991471579,0.0015777578781288645,0.0016630420877574517,0.0,0.0001279263144428809,23451
97,002224,0.0003436426116838488,0.0004725085910652921,0.005240549828178694,4.29553264604811e-05,0.0010738831615120276,23280
274,002225,0.000993779675365306,0.0018587360594795538,0.0021347859693032502,3.6806654643159485e-05,0.0008833597114358276,54338
1039,002233,8.588986695122797e-05,0.0004217805966354945,0.00015184101478877803,1.533747624129071e-06,7.975487645471169e-05,2607991
972,002246,0.0007994604758353023,0.003497081299324255,0.0025591667746012745,2.2331298207690007e-05,0.0006922702444383901,223901
93,002248,0.00021950684129655375,0.0019755615716689837,0.004536474720128777,7.316894709885125e-05,0.0,13667
306,002259,0.0010560617947015872,0.000965542212298594,0.002594894695552471,4.525979120149659e-05,0.00022629895600748294,66284
185,002262,0.000570917464365235,0.0007612232858203133,0.0018459664681142597,0.0,5.709174643652349e-05,52547
2276,002271,0.00046080320851120036,0.0024346019680950067,0.0014184333291305678,6.003950599494467e-05,0.0007970244420828905,666228
130,002272,0.0006257822277847309,0.0031984424975664023,0.005284383256848839,0.0003476567932137394,0.00020859407592824363,14382
234,002273,0.000516338422954931,0.00033193184332816993,0.0009589142140591576,0.0,0.0,27114
651,002275,0.0011676263595649392,0.001583493282149712,0.0023192578374920027,0.00011196417146513116,0.0003785455320963958,187560
370,002286,0.0008017370970435945,0.0016285284783698012,0.005411725405044263,8.351428094204109e-05,0.00025054284282612327,119740
90,002287,0.0007611422772249316,0.002170665012826657,0.002508950469371071,0.0,0.0009020945507851041,35473
170,002294,0.0004942542938341777,0.0008340541208451749,0.009051031755838379,0.0,0.0008340541208451749,32372
135,002295,0.00036064027519627155,0.0016090104585679806,0.00183094293561184,2.7741559630482425e-05,0.00041612339445723637,36047
642,002300,0.0007187842278203724,0.004127875136911281,0.007742332968236582,0.0003491237677984666,0.00037650602409638556,146080
539,002308,0.0002530261106621938,0.001134536431678869,0.0019548307581804974,3.6729596709028136e-05,7.345919341805627e-05,245034
305,002309,0.0006098073849777105,0.0008095718731600639,0.00819034401547649,1.051392043065018e-05,0.00042055681722600723,95112
385,002329,0.00117645023442501,0.0010553450632342,0.0016262694417051608,0.0,0.000916939153301846,57801
212,002330,0.0005069194504993157,0.0006209763268616617,0.001039184873523597,2.5345972524965784e-05,0.00039286257413696964,78908
412,002332,0.0008249651523340824,0.0010667652831906238,0.0027593661991864135,1.4223537109208319e-05,0.0003413648906209996,70306
722,002339,0.0007713096025145853,0.008809167565561316,0.0025111056984121463,0.00013918368767180486,0.000162380968950439,172434
400,002342,0.00011392332959917975,0.00017088499439876962,0.0012721438471908406,0.0,7.594888639945317e-05,52667
469,002347,0.0007460510744850533,0.001989469531960142,0.003996089663333734,2.572589912017425e-05,0.00026583429090846724,116614
132,002361,0.0003695036334523956,0.0025249414952580366,0.0017551422588988792,0.0001231678778174652,0.0002155437861805641,32476
181,002364,0.0006979637665766394,0.0038236275908111552,0.00570509513549601,9.103875216217036e-05,0.00030346250720723455,32953
185,002370,0.0005110991394195572,0.001567831143895128,0.0009600375726934924,0.00013813490254582626,0.0003453372563645656,144786
2285,002374,0.0006092110834078186,0.0027779084536858445,0.00272145646140095,3.7634661523262925e-05,0.0003081337912217152,425140
284,002377,0.000525067091906188,0.002080821438294893,0.0018669052156664464,7.778771731943526e-05,0.0002528100812881646,51422
235,002378,0.0012029926502092878,0.002719092976500445,0.00530635114201905,9.887610823637981e-05,0.0004119837843182492,60682
970,002390,0.000500866543444632,0.0011790309783740896,0.001959141700907322,3.989202558408574e-05,0.0006825968822165783,225609
182,002395,0.0003157230056830141,0.0005788255104188592,0.0008419280151547042,0.0,0.0,19004
139,002402,0.0002320239448711107,0.0006496670456391099,0.0014385484582008863,0.0,0.00018561915589688856,43099
733,002406,0.0001708605156881019,0.0005125815470643057,0.001941596769182976,4.659832246039143e-05,4.659832246039143e-05,64380
672,002411,0.0009190721223961917,0.005211744310833493,0.007336066701521697,0.000297184997661044,0.00032470212707410364,181705
744,002422,0.0011222752813220252,0.0014612174803790127,0.003562659114532335,1.5064097735866111e-05,0.0005121793230194478,132766
456,002437,0.0002854884047786367,0.0007100609041930195,0.0030159287889435465,0.0,0.000358690559850082,136608
612,002438,0.0002591870252514884,0.0007647300349004311,0.004044344077191541,2.0529665366454526e-05,0.00018989940463970439,389680
265,002440,0.00037855323835088445,0.002753114460733705,0.0006538646844242549,3.441393075917131e-05,0.00020648358455502787,29058
706,002443,0.0007198831732450276,0.0020876612024105803,0.002699561899668854,4.627820399432321e-05,0.00027252720129990334,194476
331,002450,0.0005601402014286348,0.0007819779049647278,0.005601402014286348,1.6637827765206975e-05,0.00014419450729846045,180312
372,002455,0.0005509613503187338,0.0005870055508068752,0.001127668558128997,2.059668599322369e-05,0.00012872928745764805,194206
122,002457,0.0006460102883119991,0.009259480799138653,0.001339873190573035,2.392630697451848e-05,0.0007656418231845914,41795
1008,002471,0.0013731167823778528,0.0007275109969791431,0.0021969868518045645,1.9271814489513722e-05,0.0003276208463217333,207557
558,002472,0.0006630518977536793,0.001474825716498838,0.002466305189775368,7.436096049573973e-05,0.0009419054996127034,161375
87,002476,0.0007289112716188456,0.002650586442250348,0.002783115764362865,0.00019879398316877608,0.0003313233052812935,15091
547,002478,0.0005688069972585368,0.0031424255422315885,0.0033382443445664945,0.00010257175360399844,0.00028906585106581377,107242
339,002487,0.00010179567571969543,0.00013572756762626057,0.0014264967357519986,4.6147372992928594e-05,1.6287308115151267e-05,736770
482,002498,0.0010034460449702266,0.001881461334319175,0.004159019791652913,0.00010562589947055019,0.00020465018022419097,151478
567,002512,0.0003021989696903877,0.0009585373569866985,0.0011143587007333047,4.721858901412308e-06,0.00042968916002852003,211781
946,002520,0.0005504862628655312,0.001192720236208651,0.0036532270171985254,6.67256076200644e-05,0.00010842911238260463,119894
966,002529,0.0007430350559093497,0.004466286803455113,0.005160863051370375,9.691761598817606e-05,0.0007995703319024525,247633
201,002534,0.00252835703184802,0.0052654774883440425,0.004476815661896036,6.958780821600055e-05,0.0003247431050080026,43111
362,002541,0.0010832464692296687,0.0017679399922333272,0.0008992989555868948,9.197375682138697e-05,0.0005518425409283218,97854
137,002546,0.0007556437139888542,0.007981486729007272,0.0036837631056956645,0.0,0.0,21174
468,002552,0.0003282091313102641,0.001011238945118111,0.0012862249740537375,7.096413649951656e-05,9.314042915561548e-05,225466
158,002554,0.0005000595308965354,0.002190736992499107,0.0005476842481247768,0.00011906179307060365,9.524943445648291e-05,41995
150,002571,0.0006928312344622407,0.0025267962668622896,0.003015853608835636,0.0,0.0003260382279822309,24537
727,002582,0.0005872298088323852,0.0007966875750401149,0.0017467281574823177,1.4961269014837839e-05,0.0005012025119970676,267357
293,002587,0.0003154011765835196,0.0014261618419428713,0.003112872481932998,5.485237853626428e-05,2.742618926813214e-05,72923
1658,002588,0.0008116379577741476,0.0027657726586571268,0.003903099733245104,2.5848342604272213e-05,0.0003954796418453649,386872
209,002591,0.000548274516833082,0.008181942789662916,0.0023617979186655843,8.4349925666628e-05,0.0010860052929578356,94843
241,002596,0.00021250905578362714,0.0009852692586331804,0.00026080656846172424,3.863801014247766e-05,0.00020284955324800772,103525
334,002598,0.000289779477817381,0.003303486047118143,0.0009272943290156192,5.79558955634762e-05,0.0006954707467617143,34509
897,002600,0.00018006122081507713,0.001560530580397335,0.0026837696245294827,3.4297375393348026e-05,0.0001457638454217291,116627
266,002601,0.00131810866733083,0.005487010498888804,0.005364395739137099,0.0003525174342861522,0.0007969959383860832,65245
806,002603,0.0006872719550570475,0.0006448000926658815,0.006015560145948763,0.0001930539199598448,0.0007606324446417885,258995
1222,002604,0.001100095207016387,0.0018839550945846384,0.00446093652753434,0.00030950690839604776,0.0007838598875682513,297247
282,002613,0.0002365744026496333,0.00833576865806649,0.0051211400102979445,5.566456532932548e-05,9.741298932631959e-05,71859
203,002614,0.00030228984558027054,0.0020152656372018035,0.0022419830213870067,0.0,0.000554198050230496,39697
60,002619,0.00022714366837024418,0.00011357183418512209,0.001249290176036343,0.0,0.0006814310051107325,8805
105,002632,0.00148646257299593,0.005025659175367191,0.00563911991977821,0.00011797322007904206,0.0009201911166165281,84765
265,002637,0.000387076208474692,0.0009107675493522165,0.002094765363510098,4.553837746761083e-05,0.00011384594366902707,43919
87,002648,0.002974714923153198,0.0015581840073659607,0.0021956229194702174,0.0,0.0001416530915787237,14119
1107,002650,0.00012077012380885596,0.00022595700583592405,0.00046749725345363594,3.895810445446966e-06,3.50622940090227e-05,513372
341,002653,0.0004553042950371832,0.0004553042950371832,0.0012033042083125557,0.0,0.0002926956182381892,92246
769,002664,0.0006806560860614915,0.0031750116209575668,0.0036606016335746067,4.980410385815791e-05,0.0002531708612789694,240944
123,002670,0.0016154436412099673,0.0030289568272686886,0.0019385323694519608,0.0,0.0008481079116352329,24761
148,002671,0.00022991148407862974,0.0003448672261179446,0.0009771238073341764,0.0,0.0,34796
173,002675,0.00019044898347855068,0.0006665714421749273,0.0018092653430462314,0.0,0.0,21003
195,002688,0.0010311936065996391,0.002504327330313409,0.0009943652635067948,0.0,0.0003682834309284425,27153
366,002689,0.0008071549180784146,0.002365798897816043,0.0014102016959530923,2.7832928209600504e-05,0.00024121871114987105,107786
307,002690,0.0007141129450248212,0.0006334872899413736,0.0042961956208751335,2.3035901452413586e-05,0.00010366155653586113,86821
194,002694,0.000697021259148404,0.003608110047356444,0.0021115644027142827,0.00016400500215256564,0.0006355193833411919,48779
1170,002695,0.0003455136835332944,0.0006135846448953332,0.0013701404691837536,1.1914264949423945e-05,0.0009710125933780515,167866
99,002723,0.0004027994562207341,0.0007552489804138764,0.002970645989627914,0.0,0.00035244952419314236,19861
190,002743,0.000248721846068813,0.0023490396573165677,0.003896642255078071,0.0,0.00011054304269725024,36185
570,002745,0.00034239037393920125,0.0022499938858861796,0.0012472792193499475,0.00022826024929280083,0.00019565164225097213,122667
178,002749,0.0007349374568224244,0.0010877074360971881,0.0005438537180485941,1.4698749136448488e-05,0.001028912439551394,68033
150,002756,0.00023069115068745963,0.0008304881424748547,0.0034142290301744024,0.0,0.0005075205315124111,21674
148,002787,0.0010231316725978648,0.0046040925266903916,0.002090747330960854,0.00022241992882562276,0.0008229537366548043,44960
201,002810,0.0007595753973528797,0.0033231423634188487,0.0020888323427204194,0.0,0.00011393630960293196,52661
180,300001,0.0008336539694754392,0.0011542901115813775,0.00957633277756402,0.0,0.0003420118849130007,46782
258,300006,0.00033521748679358695,0.0003467767104761244,0.002404318525967796,4.6236894730149924e-05,0.0002658621446983621,86511
1210,300024,0.0002964995942136964,0.0014920011631907157,0.0038164819562891174,5.3217875884509604e-05,5.1317237460062833e-05,526139
234,300031,0.0008979836186018668,0.002176929984489374,0.0035647228496013495,0.0,0.0005714441209284607,36749
229,300034,0.00022681394452130917,0.0010433441447980222,0.002426909206378008,9.072557780852367e-05,6.804418335639275e-05,44089
378,300035,0.00019557641704003983,0.004711613683237323,0.0071829884076523715,0.0,0.0003022544626982434,56244
322,300041,0.0006952125138252489,0.002385842945173013,0.003412861431505767,7.900142202559646e-05,0.000379206825722863,63290
879,300062,0.0004229529612061119,0.0014508892719855232,0.00466854407812316,0.00018738422331916353,8.56613592316176e-05,186782
337,300064,0.0003068319313622759,0.0002720962410193767,0.0008973386671915616,2.3157126895266103e-05,0.00011578563447633053,172733
791,300066,0.00023667106678224462,0.0010560277387122647,0.0006179344874344928,5.107491106850872e-05,4.675872140074742e-05,1390115
290,300067,0.0008225806451612903,0.003338709677419355,0.0023548387096774194,3.2258064516129034e-05,0.00037096774193548385,62000
661,300073,0.0008392946021645993,0.002537402285613905,0.008280714766705378,0.00010247201538056155,0.00010735163516058829,204934
1000,300080,0.00016901979785232177,0.0011380666388723,0.004540998568965711,0.0,5.633993261744059e-05,88747
3364,300088,0.00043770517430045334,0.001942236954184519,0.0005806293128475401,3.6369088826714054e-05,0.0001761029564240891,1567265
527,300099,0.0007049203440011279,0.0009633911368015414,0.0019502796184031205,1.1748672400018797e-05,0.00031721415480050755,85116
216,300103,0.00033099187231069106,0.003034092162848001,0.0035857452833658195,9.194218675296973e-05,0.00029421499760950314,54382
369,300110,0.0006555944055944056,0.0017482517482517483,0.002003205128205128,1.821095571095571e-05,0.0006738053613053613,54912
268,300114,0.0,0.0001998001998001998,4.44000444000444e-05,0.0,4.44000444000444e-05,45045
