score,x1,x2,x3,x4,x5
1.5974422528567633,0.028992089999999995,0.5133000016212463,151.92,2,1457
2.7033226604434186,0.29180354000000003,0.5938999652862549,274.34,3,2240
0.6923812102289365,0.12267793999999997,0.1656000018119812,83.12,1,118
1.0,0.3790877499999999,0.5295000076293945,74.43,1,162
0.3687132633722282,0.0642264,0.3652999997138977,177.49,4,924
1.6854239409851797,0.21100695,0.6290000081062317,128.6,2,345
0.4487924453731277,0.026318699999999997,0.5216000080108643,36.97,2,392
1.9554928280754047,0.05727584,0.15710000693798065,379.96,5,2017
0.7246397043157985,0.11271439000000001,0.5202000141143799,52.82,1,78
1.4472407568788523,0.1839907,0.45660001039505005,147.17,0,739
1.7444736204434617,0.13988346,0.29409998655319214,59.67,2,287
1.4204416605032262,0.27195462,0.43869999051094055,151.11,6,1365
2.5135060953641415,0.05214090999999999,0.3147999942302704,64.52,1,3105
1.9442819940670528,0.09291252,0.35679998993873596,41.14,2,95784
0.7241841250916968,0.17819643000000002,0.170400008559227,66.85,1,459
0.20844988379261958,0.06597822,0.6211999654769897,46.79,0,289
2.538651939473781,0.10461711999999995,0.6129999756813049,36.24,2,8946
0.5095010703745518,0.061163869999999995,0.6316999793052673,48.98,4,376
0.4203260837251403,0.10914921000000001,0.24629999697208405,28.22,1,300
0.1793437203999515,0.09845146999999997,0.12479999661445618,47.81,1,3
0.25171444166256246,0.29558938999999995,0.31690001487731934,26.71,1,142
0.1961874950387719,0.10088046999999999,0.2670999765396118,16.49,1,220
1.9940491755643308,0.4554730600000002,0.5159000158309937,102.36,1,1323
1.0951531975024305,0.051676629999999994,0.2826000154018402,195.0,1,558
2.978504727286516,0.15184456,0.5435000061988831,61.37,1,667
1.4016216635154766,0.17570805,0.719499945640564,57.12,2,708
2.4555547371397783,0.10882214999999998,0.5789999961853027,31.86,1,3958
1.8378002078995177,0.06353762000000002,0.8698999881744385,38.06,2,155
0.15123992162027422,0.10968215000000002,0.4202999770641327,44.84,2,537
0.5273178670848347,0.03158568,0.5318999886512756,607.92,4,846
0.6726117287557539,0.13180735,0.47519999742507935,85.83,1,509
1.5669507431556178,0.06926167000000001,0.9897000193595886,36.27,2,1234
1.1983864611723012,0.08088093999999998,0.8565000295639038,44.72,2,46946
1.933462618893692,0.22506690000000004,0.5597000122070312,41.49,2,2767
0.20739325155343596,0.21637554999999997,0.2142000049352646,89.58,2,587
1.7294763297525448,0.20614898000000004,0.6100999712944031,184.7,2,2743
0.7472635251858798,0.37789388,0.27149999141693115,64.51,1,683
1.7510952902786368,0.04074549000000001,0.45430001616477966,36.13,1,314
0.4402018121419776,0.09811815000000002,0.4652999937534332,77.73,2,412
2.2490649083990446,0.18428390999999994,0.4975999891757965,43.24,3,535
0.4489040095666536,0.03634528000000001,0.3897000253200531,60.7,1,1040
1.7514749134518746,0.12160036999999999,0.6725000143051147,308.11,3,2912
2.0057520766559143,0.24227936,0.7681999802589417,115.02,1,2767
1.8719482299710255,0.10426978999999999,0.5256999731063843,60.0,2,309
0.05869859547733555,0.0801325,0.375900000333786,52.27,1,494
1.6813571441224984,0.11392711999999999,0.6309000253677368,74.08,2,2459
1.3810940174469928,0.20334756999999998,0.7042999863624573,147.45,1,69
1.3930232115988581,0.20375045999999997,0.3833000063896179,273.08,2,923
1.5710029802757601,0.06754154999999999,0.8964999914169312,47.94,1,278
2.6638768336675516,0.37178138999999993,0.29429998993873596,791.77,4,5324
2.4131166588056407,0.22738174000000003,0.5695000290870667,106.87,1,380
1.0169955229576986,0.18397028000000004,0.7792999744415283,71.4,1,326
0.9346816018846186,0.2962171400000001,0.9517999887466431,65.17,2,548
0.4167070439670313,0.10745863999999995,0.48919999599456787,63.88,2,495
1.5835184455763525,0.02730525999999999,0.7142999768257141,113.41,1,917
4.741988182616399,0.14389778999999994,0.7494999766349792,88.0,2,178
1.341804508561785,0.15590303999999996,0.6776000261306763,175.0,1,1175
1.369880209522982,0.13035513999999995,0.3888999819755554,108.37,2,3751
1.3554551403915822,0.047659099999999996,0.6495999693870544,46.59,2,1352
1.4294718310099264,0.06793031999999997,0.4974000155925751,66.59,3,1041
1.5378343559018095,0.07968847999999999,0.186599999666214,55.31,1,723
1.7895324941022632,0.29694574,0.6402999758720398,323.63,3,27002
0.5821136316373832,0.18804305999999998,0.23489999771118164,37.69,1,1229
0.43241525370845096,0.10571769999999996,0.4315,156.21,2,895
1.4734487745475675,0.14913049,0.22990000247955322,52.96,1,910
1.3945657415573187,0.40790958999999993,0.3563999831676483,261.45,4,1186
1.9212573051708999,0.31825807999999983,0.29600000381469727,248.74,1,1909
1.5566245880395575,0.09537449999999997,0.42650002241134644,56.6,1,406
2.011621741383969,0.37246655,0.2590999901294708,82.56,2,565
1.489255455938169,0.06254472,0.22429999709129333,58.93,1,298504
1.607448198177923,0.06542217,0.4097999930381775,48.66,2,1265
0.2946218434520699,0.17723197000000002,0.3140999972820282,108.07,1,576
0.2707519309621164,0.04608393,0.3546999990940094,71.69,4,763
1.6820171120579572,0.03843680000000001,0.7566999793052673,52.8,1,5508
1.3131124568914174,0.05031654,0.5291000008583069,54.85,3,945
1.809321839963606,0.07694519,0.6580999493598938,81.14,2,978
2.5880113488580334,0.07433367,0.19110000133514404,32.54,1,2411
2.514969257438428,0.09679226999999996,0.42640000581741333,72.92,1,590
0.8949357777923401,0.16208259000000005,0.7472000122070312,39.04,1,76
1.7354770697933337,0.029169970000000003,0.42900002002716064,70.2,1,643
1.299607896850597,0.036135009999999995,0.4641999900341034,79.81,3,1305
1.120982551018145,0.07975652999999999,0.6122999787330627,165.07,4,454
2.5357383620359895,0.06736827000000002,0.3531999886035919,355.73,1,228
1.213891048775042,0.14391988,0.6139000058174133,54.05,2,719
1.821797592424022,0.13353543000000004,0.2761000096797943,80.82,0,1093
0.2922947742326272,0.04947682,0.4199000298976898,26.9,0,330
1.5249683881581817,0.06222854,0.3970000147819519,56.75,2,509
1.2241621025239577,0.08610301,0.3613000214099884,50.7,2,3579
1.750690596586032,0.29753738999999996,0.42800000309944153,43.74,1,5577
1.590006744201047,0.03574874,0.5860999822616577,38.14,1,374
0.423273399175257,0.14922908000000007,0.42750000953674316,85.11,1,1563
0.5226302899293688,0.16956771,0.7777999639511108,66.55,1,411
2.4264009759158074,0.3557274000000001,0.3127000033855438,150.09,1,5572
0.3928738416720453,0.12630259000000005,0.3330000042915344,44.86,1,92
1.647492750994933,0.10360345000000001,0.4643999934196472,34.61,1,127
0.6515509225494946,0.03748849,0.6416999697685242,58.05,2,295
4.440095735559443,0.040837740000000004,0.30629998445510864,38.47,1,698
1.5187620590666093,0.03222900999999999,0.5074999928474426,145.71,1,185
1.260166175150586,0.043380310000000005,0.13840000331401825,53.63,2,1751
1.0831778966111045,0.18462412,0.4580000042915344,241.72,2,3538
1.5161263479618285,0.4812783699999998,0.6694000363349915,65.93,1,26
1.2932321378019418,0.10867339000000002,0.5591999888420105,46.25,0,397
1.4112726133209332,0.09163943,0.40470001101493835,31.38,2,1403
1.7391875916944741,0.15484780999999997,0.31790000200271606,48.21,1,395
1.9520334528509837,0.27200188000000003,0.6151999831199646,116.24,3,694
2.207349761126691,0.09548431000000004,0.5011000037193298,35.02,0,883
1.3937293403502828,0.08132836999999998,0.3752000033855438,64.05,1,241
0.3154070587044923,0.07898851999999999,0.6990000009536743,190.3,2,258
0.5340654206780189,0.12372431000000005,0.08590000122785568,85.03,1,186
2.1015048328199337,0.053357849999999984,0.4672999978065491,38.2,1,703
1.9878292443127197,0.10256998000000003,0.20160000026226044,69.47,1,525
1.540887207451771,0.33329312999999994,0.20569999516010284,62.82,1,3692
1.7884642457656263,0.1109415,0.3043000102043152,68.69,2,453
1.7138928536622635,0.06548789999999997,0.25839999318122864,58.78,1,2506
1.4416137202778223,0.0722143,0.5024000406265259,56.64,3,420
1.3612472310935577,0.13207649000000005,0.28610000014305115,100.62,2,78156
1.256392496885589,0.05446443000000002,0.28530001640319824,30.94,1,227
0.11493019849281494,0.04882859,0.10050000250339508,149.18,1,352
1.912775383663528,0.38243710999999997,0.13099999725818634,105.55,2,785
1.9274983179222542,0.07843836999999998,0.21549999713897705,41.44,2,429
2.1305738009870123,0.5211361100000002,0.1671999990940094,150.42,2,410
0.5906835073974962,0.45993864000000007,0.16440001130104065,138.12,2,1022
1.331344100984361,0.06675265000000001,0.30399999022483826,31.41,1,320
1.761370466150208,0.11921566000000001,0.5813999772071838,47.7,1,429
0.37440112069453313,0.15619015000000003,0.23969998955726624,141.2,2,854
1.6712350348787568,0.18207445999999997,0.7823999524116516,56.65,1,650
0.7272867282921576,0.07634821999999998,0.20809999108314514,68.21,2,397
1.1956318798204895,0.10587692,0.0601000040769577,57.5,1,401
0.40911698762435583,0.11636288999999998,0.4496999979019165,78.81,1,818
1.9544371084798653,0.31115237,0.24239999055862427,63.9,2,9547
1.3185071811508282,0.056547109999999984,0.37770000100135803,63.34,1,541
1.8183351252021924,0.13694406999999997,0.33560001850128174,81.51,3,1048
1.6569993956933546,0.013574229999999996,0.4018000066280365,58.44,2,3267
1.0559775025183527,0.04721785,0.40070000290870667,52.98,2,1230
1.6332253880461962,0.10223883,0.2996000051498413,33.55,2,400
1.6056280826596352,0.09061233,0.20549999177455902,126.75,3,2520
0.4734524671530877,0.05842240000000001,0.2720000147819519,42.01,1,62
0.6037642033110631,0.13594147000000004,0.0965999960899353,107.07,1,289
2.301690918919583,0.09429370999999998,0.19169999659061432,67.58,1,663
1.3939703382583564,0.04873253999999999,0.46700000762939453,42.62,0,1545
1.3179180438110174,0.19213715000000006,0.48740002512931824,39.65,1,421
1.932527831616797,0.49747987,0.4172999858856201,99.58,1,826
0.43705689171607087,0.06398424,0.4083000123500824,75.44,0,1042
1.030371521357068,0.41942417999999987,0.21969999372959137,43.46,0,3250
1.2310920152969542,0.06486601000000002,0.30090001225471497,71.04,1,348
0.08367817040689149,0.07849845999999998,0.1218000054359436,36.77,1,381
1.9591399274663643,0.18008516999999993,0.5134000182151794,73.24,1,511
0.4410280898094568,0.09009039999999997,0.5159000158309937,157.45,3,3858
6.448271299573619,0.11099551999999999,0.2947999835014343,83.29,1,304
0.3866740105512312,0.22056553,0.5386999845504761,184.16,1,422
1.5809215038098985,0.05831138999999999,0.3743000030517578,29.46,1,510
1.1482670570815774,0.06071820000000001,0.1657,100.71,2,487
1.6889757287316471,0.014701120000000002,0.3212999999523163,68.47,1,691
1.951639132477825,0.026456050000000005,0.4059999883174896,519.97,1,315
2.0807883916189143,0.04073330000000001,0.5422999858856201,33.07,1,346
1.7055580408964015,0.12826849999999995,0.5633000135421753,29.3,0,259
1.1801452796382597,0.056151650000000004,0.3400999903678894,30.62,1,863
1.6017501499638505,0.06668641000000002,0.33869999647140503,161.66,1,436
1.558808114438995,0.13054977,0.6754000186920166,84.9,2,376
2.468477174280546,0.03023524,0.2282000035047531,54.9,1,540
1.4855901302032066,0.035930659999999996,0.30219998955726624,66.23,1,190
1.533663316444678,0.0886873,0.19840000569820404,39.65,0,606
1.642000256078515,0.22837412999999998,0.33869999647140503,49.36,1,374
2.0926188277919815,0.18947712000000005,0.4238000214099884,48.58,1,390
1.738023634519987,0.4440218799999999,0.3416000008583069,147.96,1,1109
4.2233737545018055,0.061636569999999995,0.28600001335144043,43.88,1,338
3.145702151743759,0.14050093000000005,0.8083999752998352,134.48,4,701
1.4259178914551236,0.18664007000000002,0.47589999437332153,74.61,0,726
1.246219519720483,0.20976948000000006,0.2599000036716461,68.41,1,690
2.0334026853199947,0.08579116999999999,0.13270001113414764,39.8,1,501
2.9382047578029113,0.09161676999999999,0.11800000071525574,94.04,1,328
2.797268948259599,0.19276819000000003,0.5837000012397766,104.76,2,906
1.8197702861918414,0.21812518,0.6079999804496765,74.18,2,336
1.6297356992733412,0.15138114,0.5277000069618225,32.7,2,1606
1.407186458939269,0.18010322999999998,0.10000000149011612,66.68,1,73379
1.535143648257932,0.15296706999999996,0.34389999508857727,31.44,0,204
0.47991861765649774,0.05935217000000001,0.49000000953674316,40.48,1,1313
1.391882987126561,0.18157638,0.281900018453598,38.77,1,205
3.432572742851813,0.20699938,0.6240000128746033,189.61,1,650
0.8581554452810809,0.15082153,0.26600000262260437,37.41,4,170
1.2907802104114667,0.09490808999999997,0.15569999814033508,35.56,0,128
0.6811150419651925,0.08487264,0.3622000217437744,83.3,3,578
1.2265344234726676,0.11908761,0.20589999854564667,26.8,2,547
1.3342095763153723,0.05831810000000001,0.3877999782562256,60.55,0,201
0.3050314851332359,0.10185370999999999,0.25940001010894775,33.74,1,493
1.1058231840833574,0.04984023,0.5566999912261963,53.43,1,663
2.2966133031978586,0.09089499999999999,0.48580002784729004,85.75,1,726
1.021652868120457,0.12343698000000002,0.17309999465942383,149.7,3,1568
1.8672727042086998,0.04788075000000001,0.1979999989271164,49.7,2,868
0.5565431027861173,0.29781876,0.1647999882698059,31.94,1,757
0.36897767458578223,0.15780098,0.4311999976634979,48.2,2,641
1.5070187768681012,0.06506357000000002,0.12300000339746475,68.25,1,95
2.3783446873409604,0.21039094,0.40700000524520874,58.97,1,157
0.8809079140235215,0.047547409999999984,0.6974999904632568,81.97,1,110
4.728999891256574,0.18513341,0.09539999812841415,66.3,1,5977
1.1804979954493648,0.04937686999999999,0.5181000232696533,34.88,0,194
1.6321248924992067,0.28255967,0.5455999970436096,87.52,0,54
0.15434792803406022,0.05641401,0.3497999906539917,85.9,2,1073
0.2960164221294007,0.20980510000000002,0.37959998846054077,77.51,1,658
2.3389003680616893,0.09780195000000001,0.5056999921798706,30.2,1,715
1.7841841391307403,0.09692706999999998,0.2865000069141388,83.79,0,746
2.173244288057906,0.08718417000000002,0.3176000118255615,146.66,1,1197
1.7029828979590982,0.09790609000000002,0.5536999702453613,39.22,1,221
1.0596356540790364,0.07665724,0.4120999872684479,40.11,2,161
0.08703700229852038,0.06737056000000001,0.2773999869823456,65.5,2,303
0.425772330295411,0.15422801999999994,0.3206999897956848,61.21,1,240
1.437339745472829,0.18855746000000007,0.46299999952316284,73.2,2,639
1.5846163966538742,0.38086714,0.10930000245571136,71.26,2,687
1.0269113899687887,0.16550524000000003,0.08709999918937683,49.69,1,84
1.6268046492801438,0.09882061999999998,0.5444999933242798,88.02,2,339
0.2073284089504679,0.16033410000000003,0.3884999752044678,14.14,2,321
0.29551370862710835,0.16141413999999998,0.6377999782562256,20.28,2,195
1.3565269723343332,0.4583035299999999,0.5852999687194824,28.64,4,817
0.788266653143889,0.1562798,0.06929999589920044,17.93,0,228
1.1805530034308183,0.27469630999999994,0.11420000344514847,36.46,2,160
1.1995466632455118,0.10045410999999999,0.28690001368522644,35.05,3,1045
1.2986547051497048,0.25007496999999995,0.17969998717308044,36.31,2,315
1.954782597191637,0.21907169999999995,0.1762000024318695,18.13,2,196
0.591089833994127,0.10387500999999999,0.37929999828338623,12.94,1,453
0.7284252065093467,0.20010843999999994,0.6689000129699707,164.63,3,449
0.4630908679341798,0.07324577999999998,0.3361999988555908,51.36,2,197
3.0340489833898587,0.21179671,0.41419997811317444,32.11,1,3636
0.5905888823228352,0.0674949,0.20399999618530273,336.06,4,1651
1.370771499242767,0.0834943,0.13740000128746033,55.53,2,278
0.40732533012104927,0.06960468000000002,0.07440000027418137,216.82,2,213
1.4569967873446275,0.07405850999999998,0.16189999878406525,43.35,2,985
1.1938705129402827,0.04486249,0.6015000343322754,31.64,1,357
2.1891542656166223,0.13980841,0.30959999561309814,90.61,2,671
2.3218251162847547,0.3102164399999999,0.227199986577034,67.81,4,123
0.23203782957745536,0.21883659,0.21930000185966492,90.9,0,254
0.35618761891175127,0.03540583999999999,0.16590000689029694,31.5,0,592
1.3603743835222173,0.06329666,0.14419999718666077,33.49,3,580
5.251187429524868,0.05898611,0.3238,61.29,2,1066
2.97505070516106,0.05098818,0.507099986076355,48.41,1,325
2.202751699304815,0.22353423999999994,0.4066999852657318,40.96,0,133
1.3323147637553796,0.10709790000000001,0.43209999799728394,25.17,2,3532
0.4510744993274157,0.14422952999999997,0.5277999639511108,70.73,2,940
2.5906632677472192,0.16885114,0.11819999665021896,72.63,2,545
1.4950673478657317,0.18664409999999995,0.26089999079704285,31.68,1,313
1.9678645435934157,0.04153660000000001,0.3089999854564667,128.2,0,371
1.7093893348078766,0.07680767,0.3799999952316284,93.3,2,747
1.0813573995108972,0.04464461,0.47679999470710754,38.93,0,155
1.657168074708105,0.03863892,0.3947000205516815,173.7,2,6702
2.7059652687454396,0.041338950000000006,0.5268999934196472,84.13,0,422
1.4626283793751609,0.028054760000000005,0.31769999861717224,48.15,0,2
0.44479621885979004,0.15757646999999997,0.07449999451637268,34.98,0,768
0.47404736040676243,0.16616261,0.15700000524520874,15.98,1,466
1.505080527968755,0.06946444000000002,0.4399999976158142,107.13,0,895
